date,time_slot,slot_index,G1_kw,G2_kw,G3_kw,G4_kw,G5_kw,G1_kwh,G2_kwh,G3_kwh,G4_kwh,G5_kwh,generation_total_kwh,L1_kw,L2_kw,L3_kw,L4_kw,L5_kw,L1_kwh,L2_kwh,L3_kwh,L4_kwh,L5_kwh,load_total_kwh,contract_transfer_kwh,contract_matched_kwh,storage_plan_kwh,storage_actual_kwh,storage_charge_kwh,storage_discharge_kwh,prev_storage_balance_kwh,end_storage_balance_kwh,transfer_success_kwh,surplus_kwh,node_發電端_kwh,node_儲能餘額_kwh,node_合約數量_kwh,node_儲能_kwh,node_用電端_kwh,node_用電端轉移量_kwh,node_成功匹配_kwh,node_儲能存入_kwh,node_未匹配_kwh,node_餘電_kwh
2026-05-17,10:30,42,41.764,30.628,25.06,22.276,19.488,10.441,7.657,6.265,5.569,4.872,34.804,27.408,23.492,19.576,15.664,11.748,6.852,5.873,4.894,3.916,2.937,24.472,27.286,27.843,0,0,0,3.48,6,6,31.323,3.481,34.804,6,27.843,3.48,24.472,3.48,31.323,0,0,3.481
2026-05-17,10:45,43,27.444,20.128,16.468,14.636,12.808,6.861,5.032,4.117,3.659,3.202,22.871,18.012,15.44,12.864,10.292,7.72,4.503,3.86,3.216,2.573,1.93,16.082,17.931,18.297,0,0,0,2.287,6,6,20.584,2.287,22.871,6,18.297,2.287,16.082,2.287,20.584,0,0,2.287
2026-05-17,11:00,44,45.192,33.14,27.116,24.104,21.088,11.298,8.285,6.779,6.026,5.272,37.66,29.384,25.188,20.988,16.792,12.592,7.346,6.297,5.247,4.198,3.148,26.236,29.525,30.128,5.236,5.236,5.236,1.148,6,11.236,31.276,3.766,37.66,6,30.128,6.384,26.236,1.148,31.276,5.236,0,3.766
2026-05-17,11:15,45,42.288,31.012,25.372,22.552,19.732,10.572,7.753,6.343,5.638,4.933,35.239,27.496,23.568,19.64,15.712,11.78,6.874,5.892,4.91,3.928,2.945,24.549,27.627,28.191,4.899,4.899,4.899,1.075,11.236,16.135,29.266,3.524,35.239,11.236,28.191,5.974,24.549,1.075,29.266,4.899,0,3.524
2026-05-17,11:30,46,46.808,34.324,28.084,24.964,21.84,11.702,8.581,7.021,6.241,5.46,39.005,30.432,26.088,21.74,17.392,13.04,7.608,6.522,5.435,4.348,3.26,27.173,30.58,31.204,5.423,5.423,5.423,1.19,16.135,21.558,32.394,3.9,39.005,16.135,31.204,6.613,27.173,1.19,32.394,5.423,0,3.9
2026-05-17,11:45,47,27.116,19.884,16.268,14.46,12.656,6.779,4.971,4.067,3.615,3.164,22.596,17.632,15.112,12.592,10.076,7.556,4.408,3.778,3.148,2.519,1.889,15.742,17.715,18.077,3.142,3.142,3.142,0.689,21.558,24.7,18.766,2.259,22.596,21.558,18.077,3.831,15.742,0.689,18.766,3.142,0,2.259
2026-05-17,12:00,48,44.744,32.812,26.848,23.864,20.88,11.186,8.203,6.712,5.966,5.22,37.287,27.336,23.432,19.528,15.62,11.716,6.834,5.858,4.882,3.905,2.929,24.408,29.233,29.83,5.292,5.292,5.292,1.083,24.7,29.992,30.913,3.728,37.287,24.7,29.83,6.375,24.408,1.083,30.913,5.292,0,3.728
2026-05-17,12:15,49,39.44,28.924,23.664,21.036,18.408,9.86,7.231,5.916,5.259,4.602,32.868,24.096,20.656,17.212,13.768,10.328,6.024,5.164,4.303,3.442,2.582,21.515,25.768,26.294,4.665,4.665,4.665,0.955,29.992,34.657,27.249,3.287,32.868,29.992,26.294,5.62,21.515,0.955,27.249,4.665,0,3.287
2026-05-17,12:30,50,43.088,31.596,25.852,22.98,20.108,10.772,7.899,6.463,5.745,5.027,35.906,26.324,22.564,18.804,15.044,11.28,6.581,5.641,4.701,3.761,2.82,23.504,28.151,28.725,5.096,5.096,5.096,1.043,34.657,39.753,29.768,3.59,35.906,34.657,28.725,6.139,23.504,1.043,29.768,5.096,0,3.59
2026-05-17,12:45,51,38.448,28.196,23.068,20.504,17.94,9.612,7.049,5.767,5.126,4.485,32.039,23.488,20.136,16.78,13.424,10.064,5.872,5.034,4.195,3.356,2.516,20.973,25.118,25.631,4.547,4.547,4.547,0.93,39.753,44.3,26.561,3.204,32.039,39.753,25.631,5.477,20.973,0.93,26.561,4.547,0,3.204
2026-05-17,13:00,52,41.964,30.772,25.18,22.38,19.584,10.491,7.693,6.295,5.595,4.896,34.97,27.052,23.188,19.324,15.46,11.592,6.763,5.797,4.831,3.865,2.898,24.154,27.416,27.976,6.422,6.422,6.422,0.286,44.3,50.722,28.262,3.497,34.97,44.3,27.976,6.708,24.154,0.286,28.262,6.422,0,3.497
2026-05-17,13:15,53,40.996,30.064,24.596,21.864,19.132,10.249,7.516,6.149,5.466,4.783,34.163,26.428,22.652,18.876,15.104,11.328,6.607,5.663,4.719,3.776,2.832,23.597,26.783,27.33,6.274,6.274,6.274,0.279,50.722,56.996,27.609,3.417,34.163,50.722,27.33,6.553,23.597,0.279,27.609,6.274,0,3.417
2026-05-17,13:30,54,43.576,31.956,26.148,23.24,20.34,10.894,7.989,6.537,5.81,5.085,36.315,28.092,24.08,20.068,16.052,12.04,7.023,6.02,5.017,4.013,3.01,25.083,28.471,29.052,6.669,6.669,6.669,0.296,56.996,63.665,29.348,3.632,36.315,56.996,29.052,6.965,25.083,0.296,29.348,6.669,0,3.632
2026-05-17,13:45,55,34.864,25.564,20.916,18.592,16.272,8.716,6.391,5.229,4.648,4.068,29.052,22.472,19.264,16.052,12.844,9.632,5.618,4.816,4.013,3.211,2.408,20.066,22.777,23.242,5.335,5.335,5.335,0.237,63.665,69,23.479,2.905,29.052,63.665,23.242,5.572,20.066,0.237,23.479,5.335,0,2.905
2026-05-17,14:00,56,37.08,27.192,22.248,19.776,17.304,9.27,6.798,5.562,4.944,4.326,30.9,26.124,22.392,18.66,14.928,11.196,6.531,5.598,4.665,3.732,2.799,23.325,24.226,24.72,7.575,7.575,7.575,0,69,76.575,24.72,3.09,30.9,69,24.72,6.878,23.325,0,24.72,7.575,0,3.09
2026-05-17,14:15,57,40.048,29.368,24.028,21.36,18.684,10.012,7.342,6.007,5.34,4.671,33.372,28.212,24.184,20.152,16.124,12.092,7.053,6.046,5.038,4.031,3.023,25.191,26.164,26.698,8.181,8.181,8.181,0,76.575,84.756,26.698,3.337,33.372,76.575,26.698,7.427,25.191,0,26.698,8.181,0,3.337
2026-05-17,14:30,58,41.528,30.456,24.916,22.148,19.384,10.382,7.614,6.229,5.537,4.846,34.608,29.26,25.08,20.9,16.72,12.536,7.315,6.27,5.225,4.18,3.134,26.124,27.132,27.686,8.484,8.484,8.484,0,84.756,93.24,27.686,3.461,34.608,84.756,27.686,7.703,26.124,0,27.686,8.484,0,3.461
2026-05-17,14:45,59,29.664,21.752,17.8,15.82,13.844,7.416,5.438,4.45,3.955,3.461,24.72,20.9,17.912,14.928,11.944,8.956,5.225,4.478,3.732,2.986,2.239,18.66,19.38,19.776,6.06,6.06,6.06,0,93.24,99.3,19.776,2.472,24.72,93.24,19.776,5.502,18.66,0,19.776,6.06,0,2.472
2026-05-17,15:00,60,27.848,20.424,16.708,14.852,13,6.962,5.106,4.177,3.713,3.25,23.208,24.676,21.152,17.624,14.1,10.576,6.169,5.288,4.406,3.525,2.644,22.032,18.195,18.566,0,0,0,2.321,99.3,99.3,20.887,3.466,23.208,99.3,18.566,2.321,22.032,2.321,20.887,0,0,3.466
2026-05-17,15:15,61,28.544,20.932,17.128,15.224,13.324,7.136,5.233,4.282,3.806,3.331,23.788,25.292,21.68,18.068,14.452,10.84,6.323,5.42,4.517,3.613,2.71,22.583,18.649,19.03,0,0,0,2.379,99.3,99.3,21.409,3.553,23.788,99.3,19.03,2.379,22.583,2.379,21.409,0,0,3.553
2026-05-17,15:30,62,33.652,24.676,20.192,17.948,15.704,8.413,6.169,5.048,4.487,3.926,28.043,29.816,25.556,21.296,17.04,12.78,7.454,6.389,5.324,4.26,3.195,26.622,21.985,22.434,0,0,0,2.804,99.3,99.3,25.238,4.189,28.043,99.3,22.434,2.804,26.622,2.804,25.238,0,0,4.189
2026-05-17,15:45,63,25.992,19.06,15.596,13.864,12.132,6.498,4.765,3.899,3.466,3.033,21.661,23.032,19.74,16.452,13.16,9.868,5.758,4.935,4.113,3.29,2.467,20.563,16.982,17.329,0,0,0,2.166,99.3,99.3,19.495,3.234,21.661,99.3,17.329,2.166,20.563,2.166,19.495,0,0,3.234
2026-05-17,16:00,64,20.312,14.896,12.188,10.832,9.484,5.078,3.724,3.047,2.708,2.371,16.928,21.56,18.48,15.4,12.32,9.244,5.39,4.62,3.85,3.08,2.311,19.251,13.271,13.542,0,0,0,1.693,99.3,99.3,15.235,3.047,16.928,99.3,13.542,1.693,19.251,1.693,15.235,0,2.662,3.047
2026-05-17,16:15,65,23.14,16.968,13.884,12.34,10.8,5.785,4.242,3.471,3.085,2.7,19.283,24.56,21.052,17.544,14.036,10.524,6.14,5.263,4.386,3.509,2.631,21.929,15.117,15.426,0,0,0,1.928,99.3,99.3,17.354,3.472,19.283,99.3,15.426,1.928,21.929,1.928,17.354,0,3.032,3.472
2026-05-17,16:30,66,22.964,16.84,13.776,12.248,10.716,5.741,4.21,3.444,3.062,2.679,19.136,24.372,20.892,17.408,13.928,10.448,6.093,5.223,4.352,3.482,2.612,21.762,15.003,15.309,0,0,0,1.914,99.3,99.3,17.223,3.444,19.136,99.3,15.309,1.914,21.762,1.914,17.223,0,3.008,3.444
2026-05-17,16:45,67,21.904,16.064,13.144,11.68,10.22,5.476,4.016,3.286,2.92,2.555,18.253,23.248,19.928,16.608,13.284,9.964,5.812,4.982,4.152,3.321,2.491,20.758,14.31,14.602,0,0,0,1.825,99.3,99.3,16.427,3.286,18.253,99.3,14.602,1.825,20.758,1.825,16.427,0,2.871,3.286
2026-05-17,17:00,68,18.288,13.412,10.972,9.752,8.536,4.572,3.353,2.743,2.438,2.134,15.24,26.576,22.78,18.984,15.188,11.392,6.644,5.695,4.746,3.797,2.848,23.73,11.948,12.192,0,0,0,1.524,99.3,99.3,13.716,2.743,15.24,99.3,12.192,1.524,23.73,1.524,13.716,0,8.795,2.743
2026-05-17,17:15,69,14.508,10.64,8.704,7.736,6.772,3.627,2.66,2.176,1.934,1.693,12.09,21.084,18.072,15.06,12.048,9.04,5.271,4.518,3.765,3.012,2.26,18.826,9.479,9.672,0,0,0,1.209,99.3,99.3,10.881,2.176,12.09,99.3,9.672,1.209,18.826,1.209,10.881,0,6.978,2.176
2026-05-17,17:30,70,16.46,12.072,9.876,8.78,7.676,4.115,3.018,2.469,2.195,1.919,13.716,23.92,20.504,17.084,13.668,10.252,5.98,5.126,4.271,3.417,2.563,21.357,10.754,10.973,0,0,0,1.372,99.3,99.3,12.345,2.468,13.716,99.3,10.973,1.372,21.357,1.372,12.345,0,7.915,2.468
2026-05-17,17:45,71,11.704,8.584,7.024,6.244,5.46,2.926,2.146,1.756,1.561,1.365,9.754,17.008,14.58,12.148,9.72,7.292,4.252,3.645,3.037,2.43,1.823,15.187,7.647,7.803,0,0,0,0.975,99.3,99.3,8.778,1.756,9.754,99.3,7.803,0.975,15.187,0.975,8.778,0,5.629,1.756
2026-05-17,18:00,72,5.952,4.364,3.572,3.172,2.776,1.488,1.091,0.893,0.793,0.694,4.959,31.408,26.92,22.436,17.948,13.46,7.852,6.73,5.609,4.487,3.365,28.043,3.888,3.967,-6.67,-6.67,0,0.496,99.3,92.63,4.463,0.893,4.959,99.3,3.967,0.496,28.043,0.496,4.463,0,23.183,0.893
2026-05-17,18:15,73,5.212,3.82,3.128,2.78,2.432,1.303,0.955,0.782,0.695,0.608,4.343,27.508,23.58,19.648,15.72,11.792,6.877,5.895,4.912,3.93,2.948,24.562,3.405,3.474,-5.842,-5.842,0,0.434,92.63,86.788,3.908,0.782,4.343,92.63,3.474,0.434,24.562,0.434,3.908,0,20.307,0.782
2026-05-17,18:30,74,5.744,4.212,3.448,3.064,2.684,1.436,1.053,0.862,0.766,0.671,4.788,30.324,25.992,21.66,17.328,13,7.581,6.498,5.415,4.332,3.25,27.076,3.753,3.83,-6.44,-6.44,0,0.479,86.788,80.348,4.309,0.862,4.788,86.788,3.83,0.479,27.076,0.479,4.309,0,22.384,0.862
2026-05-17,18:45,75,3.612,2.648,2.168,1.928,1.684,0.903,0.662,0.542,0.482,0.421,3.01,19.06,16.34,13.616,10.892,8.168,4.765,4.085,3.404,2.723,2.042,17.019,2.36,2.408,-4.048,-4.048,0,0.301,80.348,76.3,2.709,0.542,3.01,80.348,2.408,0.301,17.019,0.301,2.709,0,14.069,0.542
2026-05-17,19:00,76,5.88,4.312,3.528,3.136,2.744,1.47,1.078,0.882,0.784,0.686,4.9,28.508,24.432,20.36,16.288,12.22,7.127,6.108,5.09,4.072,3.055,25.452,3.842,3.92,-6.44,-6.44,0,0.49,76.3,69.86,4.41,0.882,4.9,76.3,3.92,0.49,25.452,0.49,4.41,0,20.65,0.882
2026-05-17,19:15,77,5.668,4.156,3.4,3.024,2.652,1.417,1.039,0.85,0.756,0.663,4.725,27.488,23.56,19.636,15.708,11.78,6.872,5.89,4.909,3.927,2.945,24.543,3.704,3.78,-6.21,-6.21,0,0.472,69.86,63.65,4.252,0.851,4.725,69.86,3.78,0.472,24.543,0.472,4.252,0,19.913,0.851
2026-05-17,19:30,78,6.088,4.468,3.652,3.248,2.844,1.522,1.117,0.913,0.812,0.711,5.075,29.524,25.308,21.088,16.872,12.652,7.381,6.327,5.272,4.218,3.163,26.361,3.979,4.06,-6.67,-6.67,0,0.508,63.65,56.98,4.568,0.913,5.075,63.65,4.06,0.508,26.361,0.508,4.568,0,21.387,0.913
2026-05-17,19:45,79,3.36,2.464,2.016,1.792,1.568,0.84,0.616,0.504,0.448,0.392,2.8,16.288,13.964,11.636,9.308,6.98,4.072,3.491,2.909,2.327,1.745,14.544,2.195,2.24,-3.68,-3.68,0,0.28,56.98,53.3,2.52,0.504,2.8,56.98,2.24,0.28,14.544,0.28,2.52,0,11.8,0.504
2026-05-17,20:00,80,5.28,3.872,3.168,2.816,2.468,1.32,0.968,0.792,0.704,0.617,4.401,23.708,20.32,16.936,13.548,10.16,5.927,5.08,4.234,3.387,2.54,21.168,3.451,3.521,-6.156,-6.156,0,0.44,53.3,47.144,3.961,0.792,4.401,53.3,3.521,0.44,21.168,0.44,3.961,0,16.855,0.792
2026-05-17,20:15,81,4.812,3.528,2.888,2.568,2.244,1.203,0.882,0.722,0.642,0.561,4.01,21.6,18.516,15.428,12.344,9.256,5.4,4.629,3.857,3.086,2.314,19.286,3.144,3.208,-5.609,-5.609,0,0.401,47.144,41.535,3.609,0.722,4.01,47.144,3.208,0.401,19.286,0.401,3.609,0,15.356,0.722
2026-05-17,20:30,82,5.084,3.728,3.052,2.712,2.376,1.271,0.932,0.763,0.678,0.594,4.238,22.832,19.568,16.308,13.044,9.784,5.708,4.892,4.077,3.261,2.446,20.384,3.322,3.39,-5.928,-5.928,0,0.424,41.535,35.607,3.814,0.763,4.238,41.535,3.39,0.424,20.384,0.424,3.814,0,16.231,0.763
2026-05-17,20:45,83,4.38,3.212,2.628,2.336,2.048,1.095,0.803,0.657,0.584,0.512,3.651,19.668,16.86,14.048,11.24,8.432,4.917,4.215,3.512,2.81,2.108,17.562,2.863,2.921,-5.107,-5.107,0,0.365,35.607,30.5,3.286,0.657,3.651,35.607,2.921,0.365,17.562,0.365,3.286,0,13.984,0.657
2026-05-17,21:00,84,5.024,3.684,3.012,2.68,2.344,1.256,0.921,0.753,0.67,0.586,4.186,22.132,18.968,15.808,12.648,9.484,5.533,4.742,3.952,3.162,2.371,19.76,3.282,3.349,0,0,0,0.419,30.5,30.5,3.768,0.753,4.186,30.5,3.349,0.419,19.76,0.419,3.768,0,15.657,0.753
2026-05-17,21:15,85,5.06,3.712,3.036,2.7,2.364,1.265,0.928,0.759,0.675,0.591,4.218,22.3,19.116,15.928,12.744,9.56,5.575,4.779,3.982,3.186,2.39,19.912,3.307,3.374,0,0,0,0.422,30.5,30.5,3.796,0.759,4.218,30.5,3.374,0.422,19.912,0.422,3.796,0,15.779,0.759
2026-05-17,21:30,86,5.216,3.824,3.128,2.784,2.436,1.304,0.956,0.782,0.696,0.609,4.347,22.984,19.7,16.416,13.132,9.848,5.746,4.925,4.104,3.283,2.462,20.52,3.408,3.478,0,0,0,0.435,30.5,30.5,3.913,0.782,4.347,30.5,3.478,0.435,20.52,0.435,3.913,0,16.259,0.782
2026-05-17,21:45,87,4.02,2.948,2.412,2.144,1.872,1.005,0.737,0.603,0.536,0.468,3.349,17.704,15.176,12.648,10.116,7.588,4.426,3.794,3.162,2.529,1.897,15.808,2.625,2.679,0,0,0,0.335,30.5,30.5,3.014,0.603,3.349,30.5,2.679,0.335,15.808,0.335,3.014,0,12.526,0.603
2026-05-17,22:00,88,4.98,3.652,2.988,2.656,2.324,1.245,0.913,0.747,0.664,0.581,4.15,20.272,17.376,14.48,11.584,8.688,5.068,4.344,3.62,2.896,2.172,18.1,3.254,3.32,0,0,0,0.415,30.5,30.5,3.735,0.747,4.15,30.5,3.32,0.415,18.1,0.415,3.735,0,14.033,0.747
2026-05-17,22:15,89,4.74,3.476,2.844,2.528,2.216,1.185,0.869,0.711,0.632,0.554,3.951,19.3,16.54,13.784,11.028,8.272,4.825,4.135,3.446,2.757,2.068,17.231,3.098,3.161,0,0,0,0.395,30.5,30.5,3.556,0.711,3.951,30.5,3.161,0.395,17.231,0.395,3.556,0,13.359,0.711
2026-05-17,22:30,90,5.576,4.092,3.348,2.976,2.6,1.394,1.023,0.837,0.744,0.65,4.648,22.704,19.46,16.216,12.976,9.732,5.676,4.865,4.054,3.244,2.433,20.272,3.644,3.718,0,0,0,0.465,30.5,30.5,4.183,0.837,4.648,30.5,3.718,0.465,20.272,0.465,4.183,0,15.717,0.837
2026-05-17,22:45,91,4.62,3.388,2.772,2.464,2.16,1.155,0.847,0.693,0.616,0.54,3.851,18.812,16.124,13.436,10.752,8.064,4.703,4.031,3.359,2.688,2.016,16.797,3.019,3.081,0,0,0,0.385,30.5,30.5,3.466,0.693,3.851,30.5,3.081,0.385,16.797,0.385,3.466,0,13.023,0.693
2026-05-17,23:00,92,4.896,3.592,2.936,2.612,2.284,1.224,0.898,0.734,0.653,0.571,4.08,12.552,10.76,8.968,7.172,5.38,3.138,2.69,2.242,1.793,1.345,11.208,3.199,3.264,0,0,0,0.408,30.5,30.5,3.672,0.734,4.08,30.5,3.264,0.408,11.208,0.408,3.672,0,7.21,0.734
2026-05-17,23:15,93,5.18,3.8,3.108,2.764,2.42,1.295,0.95,0.777,0.691,0.605,4.318,13.284,11.388,9.488,7.592,5.696,3.321,2.847,2.372,1.898,1.424,11.862,3.385,3.454,0,0,0,0.432,30.5,30.5,3.886,0.777,4.318,30.5,3.454,0.432,11.862,0.432,3.886,0,7.631,0.777
2026-05-17,23:30,94,5.916,4.34,3.548,3.156,2.76,1.479,1.085,0.887,0.789,0.69,4.93,15.168,13,10.836,8.668,6.5,3.792,3.25,2.709,2.167,1.625,13.543,3.865,3.944,0,0,0,0.493,30.5,30.5,4.437,0.887,4.93,30.5,3.944,0.493,13.543,0.493,4.437,0,8.712,0.887
2026-05-17,23:45,95,4.408,3.232,2.644,2.352,2.052,1.102,0.808,0.661,0.588,0.513,3.672,11.296,9.684,8.068,6.456,4.844,2.824,2.421,2.017,1.614,1.211,10.087,2.879,2.938,0,0,0,0.367,30.5,30.5,3.305,0.661,3.672,30.5,2.938,0.367,10.087,0.367,3.305,0,6.488,0.661
2026-05-18,00:00,0,4.608,3.38,2.764,2.456,2.152,1.152,0.845,0.691,0.614,0.538,3.84,12.58,10.784,8.984,7.188,5.392,3.145,2.696,2.246,1.797,1.348,11.232,3.011,3.072,0,0,0,0.384,6,6,3.456,0.691,3.84,6,3.072,0.384,11.232,0.384,3.456,0,7.469,0.691
2026-05-18,00:15,1,4.568,3.352,2.74,2.436,2.136,1.142,0.838,0.685,0.609,0.534,3.808,12.476,10.692,8.912,7.128,5.344,3.119,2.673,2.228,1.782,1.336,11.138,2.985,3.046,0,0,0,0.381,6,6,3.427,0.686,3.808,6,3.046,0.381,11.138,0.381,3.427,0,7.406,0.686
2026-05-18,00:30,2,5.184,3.8,3.112,2.764,2.42,1.296,0.95,0.778,0.691,0.605,4.32,14.152,12.132,10.108,8.088,6.064,3.538,3.033,2.527,2.022,1.516,12.636,3.387,3.456,0,0,0,0.432,6,6,3.888,0.778,4.32,6,3.456,0.432,12.636,0.432,3.888,0,8.402,0.778
2026-05-18,00:45,3,4.84,3.548,2.904,2.58,2.256,1.21,0.887,0.726,0.645,0.564,4.032,13.208,11.324,9.436,7.548,5.66,3.302,2.831,2.359,1.887,1.415,11.794,3.161,3.226,0,0,0,0.403,6,6,3.629,0.726,4.032,6,3.226,0.403,11.794,0.403,3.629,0,7.842,0.726
2026-05-18,01:00,4,4.528,3.32,2.716,2.416,2.108,1.132,0.83,0.679,0.604,0.527,3.772,11.516,9.868,8.224,6.58,4.936,2.879,2.467,2.056,1.645,1.234,10.281,2.958,3.018,0,0,0,0.377,6,6,3.395,0.679,3.772,6,3.018,0.377,10.281,0.377,3.395,0,6.584,0.679
2026-05-18,01:15,5,5,3.668,3,2.668,2.328,1.25,0.917,0.75,0.667,0.582,4.166,12.716,10.9,9.084,7.268,5.448,3.179,2.725,2.271,1.817,1.362,11.354,3.266,3.333,0,0,0,0.417,6,6,3.75,0.749,4.166,6,3.333,0.417,11.354,0.417,3.75,0,7.271,0.749
2026-05-18,01:30,6,5.512,4.04,3.308,2.94,2.568,1.378,1.01,0.827,0.735,0.642,4.592,14.016,12.016,10.012,8.012,6.008,3.504,3.004,2.503,2.003,1.502,12.516,3.601,3.674,0,0,0,0.459,6,6,4.133,0.826,4.592,6,3.674,0.459,12.516,0.459,4.133,0,8.016,0.826
2026-05-18,01:45,7,4.644,3.404,2.788,2.476,2.168,1.161,0.851,0.697,0.619,0.542,3.87,11.816,10.128,8.44,6.752,5.06,2.954,2.532,2.11,1.688,1.265,10.549,3.034,3.096,0,0,0,0.387,6,6,3.483,0.697,3.87,6,3.096,0.387,10.549,0.387,3.483,0,6.756,0.697
2026-05-18,02:00,8,6.048,4.436,3.628,3.224,2.824,1.512,1.109,0.907,0.806,0.706,5.04,14.92,12.788,10.656,8.524,6.392,3.73,3.197,2.664,2.131,1.598,13.32,3.951,4.032,0,0,0,0.504,6,6,4.536,0.907,5.04,6,4.032,0.504,13.32,0.504,4.536,0,8.381,0.907
2026-05-18,02:15,9,5.444,3.992,3.264,2.904,2.54,1.361,0.998,0.816,0.726,0.635,4.536,13.428,11.508,9.592,7.672,5.752,3.357,2.877,2.398,1.918,1.438,11.988,3.556,3.629,0,0,0,0.454,6,6,4.083,0.816,4.536,6,3.629,0.454,11.988,0.454,4.083,0,7.542,0.816
2026-05-18,02:30,10,5.848,4.288,3.508,3.12,2.724,1.462,1.072,0.877,0.78,0.681,4.872,14.42,12.36,10.3,8.24,6.184,3.605,3.09,2.575,2.06,1.546,12.876,3.82,3.898,0,0,0,0.487,6,6,4.385,0.877,4.872,6,3.898,0.487,12.876,0.487,4.385,0,8.101,0.877
2026-05-18,02:45,11,2.824,2.068,1.692,1.504,1.32,0.706,0.517,0.423,0.376,0.33,2.352,6.96,5.968,4.972,3.98,2.984,1.74,1.492,1.243,0.995,0.746,6.216,1.844,1.882,0,0,0,0.235,6,6,2.117,0.423,2.352,6,1.882,0.235,6.216,0.235,2.117,0,3.911,0.423
2026-05-18,03:00,12,6.02,4.416,3.612,3.212,2.808,1.505,1.104,0.903,0.803,0.702,5.017,15.004,12.864,10.72,8.576,6.428,3.751,3.216,2.68,2.144,1.607,13.398,3.934,4.014,0,0,0,0.502,6,6,4.516,0.902,5.017,6,4.014,0.502,13.398,0.502,4.516,0,8.481,0.902
2026-05-18,03:15,13,5.108,3.744,3.064,2.724,2.384,1.277,0.936,0.766,0.681,0.596,4.256,12.728,10.912,9.092,7.272,5.456,3.182,2.728,2.273,1.818,1.364,11.365,3.337,3.405,0,0,0,0.426,6,6,3.831,0.766,4.256,6,3.405,0.426,11.365,0.426,3.831,0,7.193,0.766
2026-05-18,03:30,14,5.396,3.96,3.24,2.88,2.516,1.349,0.99,0.81,0.72,0.629,4.498,13.452,11.532,9.608,7.688,5.768,3.363,2.883,2.402,1.922,1.442,12.012,3.526,3.598,0,0,0,0.45,6,6,4.048,0.81,4.498,6,3.598,0.45,12.012,0.45,4.048,0,7.604,0.81
2026-05-18,03:45,15,4.236,3.104,2.54,2.26,1.976,1.059,0.776,0.635,0.565,0.494,3.529,10.556,9.048,7.54,6.032,4.524,2.639,2.262,1.885,1.508,1.131,9.425,2.767,2.823,0,0,0,0.353,6,6,3.176,0.635,3.529,6,2.823,0.353,9.425,0.353,3.176,0,5.967,0.635
2026-05-18,04:00,16,5.744,4.212,3.448,3.064,2.684,1.436,1.053,0.862,0.766,0.671,4.788,14.8,12.688,10.572,8.46,6.344,3.7,3.172,2.643,2.115,1.586,13.216,3.753,3.83,0,0,0,0.479,6,6,4.309,0.862,4.788,6,3.83,0.479,13.216,0.479,4.309,0,8.524,0.862
2026-05-18,04:15,17,5.376,3.944,3.224,2.868,2.508,1.344,0.986,0.806,0.717,0.627,4.48,13.848,11.872,9.892,7.916,5.936,3.462,2.968,2.473,1.979,1.484,12.366,3.512,3.584,0,0,0,0.448,6,6,4.032,0.806,4.48,6,3.584,0.448,12.366,0.448,4.032,0,7.976,0.806
2026-05-18,04:30,18,5.54,4.064,3.324,2.956,2.584,1.385,1.016,0.831,0.739,0.646,4.617,14.272,12.236,10.196,8.156,6.116,3.568,3.059,2.549,2.039,1.529,12.744,3.62,3.694,0,0,0,0.462,6,6,4.156,0.83,4.617,6,3.694,0.462,12.744,0.462,4.156,0,8.219,0.83
2026-05-18,04:45,19,3.856,2.828,2.316,2.056,1.804,0.964,0.707,0.579,0.514,0.451,3.215,9.94,8.52,7.1,5.68,4.256,2.485,2.13,1.775,1.42,1.064,8.874,2.521,2.572,0,0,0,0.322,6,6,2.894,0.578,3.215,6,2.572,0.322,8.874,0.322,2.894,0,5.723,0.578
2026-05-18,05:00,20,5.152,3.776,3.092,2.748,2.404,1.288,0.944,0.773,0.687,0.601,4.293,15.936,13.66,11.384,9.108,6.828,3.984,3.415,2.846,2.277,1.707,14.229,3.365,3.434,0,0,0,0.429,6,6,3.863,0.773,4.293,6,3.434,0.429,14.229,0.429,3.863,0,10.023,0.773
2026-05-18,05:15,21,4.54,3.328,2.724,2.42,2.124,1.135,0.832,0.681,0.605,0.531,3.784,14.048,12.04,10.036,8.028,6.02,3.512,3.01,2.509,2.007,1.505,12.543,2.966,3.027,0,0,0,0.378,6,6,3.405,0.682,3.784,6,3.027,0.378,12.543,0.378,3.405,0,8.835,0.682
2026-05-18,05:30,22,5.344,3.916,3.204,2.848,2.496,1.336,0.979,0.801,0.712,0.624,4.452,16.528,14.164,11.804,9.444,7.084,4.132,3.541,2.951,2.361,1.771,14.756,3.491,3.562,0,0,0,0.445,6,6,4.007,0.801,4.452,6,3.562,0.445,14.756,0.445,4.007,0,10.393,0.801
2026-05-18,05:45,23,4.044,2.968,2.428,2.156,1.888,1.011,0.742,0.607,0.539,0.472,3.371,12.512,10.724,8.936,7.152,5.364,3.128,2.681,2.234,1.788,1.341,11.172,2.643,2.697,0,0,0,0.337,6,6,3.034,0.607,3.371,6,2.697,0.337,11.172,0.337,3.034,0,7.868,0.607
2026-05-18,06:00,24,15.6,11.44,9.36,8.32,7.28,3.9,2.86,2.34,2.08,1.82,13,17.328,14.852,12.376,9.9,7.424,4.332,3.713,3.094,2.475,1.856,15.47,10.192,10.4,0,0,0,1.3,6,6,11.7,2.34,13,6,10.4,1.3,15.47,1.3,11.7,0,2.73,2.34
